Date,Open,High,Low,Close,Volume
2022-10-03 00:00:00,19057.74,19075.34,19018.64,19037.81,1558.85419
2022-10-03 00:05:00,19037.81,19058.92,18959.68,19028.84,1981.12048
2022-10-03 00:10:00,19028.84,19084.91,19023.09,19077.45,1469.18515
2022-10-03 00:15:00,19078.03,19083.84,19042.06,19043.95,1439.12981
2022-10-03 00:20:00,19043.95,19122.95,19016.67,19113.75,1447.63596
2022-10-03 00:25:00,19113.75,19129.0,19093.6,19112.05,1384.26872
2022-10-03 00:30:00,19111.91,19112.18,19078.13,19098.05,1072.21965
2022-10-03 00:35:00,19098.63,19104.08,19071.78,19083.83,1304.88112
2022-10-03 00:40:00,19082.57,19091.66,19064.88,19075.68,1240.2587
2022-10-03 00:45:00,19076.79,19104.77,19073.06,19095.63,903.15726
2022-10-03 00:50:00,19094.77,19100.83,19056.71,19074.11,878.40172
2022-10-03 00:55:00,19073.61,19094.41,19052.15,19091.24,979.14676
2022-10-03 01:00:00,19091.99,19118.54,19088.61,19117.22,875.7928
2022-10-03 01:05:00,19117.21,19177.68,19111.65,19154.82,1880.71829
2022-10-03 01:10:00,19154.11,19203.81,19147.72,19189.19,1752.96694
2022-10-03 01:15:00,19189.19,19210.25,19167.56,19201.96,1199.70677
2022-10-03 01:20:00,19201.96,19234.99,19196.09,19216.76,1086.64499
2022-10-03 01:25:00,19216.76,19229.03,19205.0,19221.45,1388.8001
2022-10-03 01:30:00,19220.77,19228.57,19190.16,19197.24,1050.12345
2022-10-03 01:35:00,19196.43,19218.72,19184.82,19191.77,1039.08479
2022-10-03 01:40:00,19191.77,19220.0,19185.01,19207.29,1028.22172
2022-10-03 01:45:00,19208.07,19258.66,19193.71,19246.03,1468.27537
2022-10-03 01:50:00,19246.03,19258.96,19228.83,19238.07,1118.10981
2022-10-03 01:55:00,19238.07,19238.8,19217.0,19223.25,1001.39734
2022-10-03 02:00:00,19223.25,19241.17,19180.61,19186.67,1353.03386
2022-10-03 02:05:00,19186.67,19190.03,19160.17,19167.12,1415.57013
2022-10-03 02:10:00,19167.12,19201.83,19167.11,19198.23,840.81754
2022-10-03 02:15:00,19197.65,19199.07,19162.77,19168.96,875.6172
2022-10-03 02:20:00,19169.99,19171.67,19138.29,19153.34,1081.53383
2022-10-03 02:25:00,19152.85,19173.05,19148.5,19159.19,724.50221
2022-10-03 02:30:00,19159.82,19178.39,19151.0,19168.1,866.93907
2022-10-03 02:35:00,19168.1,19197.19,19146.35,19195.76,1315.60383
2022-10-03 02:40:00,19195.76,19211.93,19188.1,19197.05,1043.677
2022-10-03 02:45:00,19197.05,19207.65,19176.87,19196.67,856.58376
2022-10-03 02:50:00,19195.99,19211.73,19164.98,19169.16,890.66372
2022-10-03 02:55:00,19168.0,19171.85,19127.17,19139.19,1064.21576
2022-10-03 03:00:00,19138.61,19159.18,19138.61,19150.21,1188.96186
2022-10-03 03:05:00,19150.21,19174.97,19147.18,19166.01,721.47415
2022-10-03 03:10:00,19165.31,19182.77,19155.77,19181.07,743.05821
2022-10-03 03:15:00,19181.65,19212.32,19175.42,19183.41,935.32502
2022-10-03 03:20:00,19183.41,19196.22,19163.41,19169.43,671.31695
2022-10-03 03:25:00,19169.43,19178.0,19157.7,19159.14,461.23198
2022-10-03 03:30:00,19158.97,19177.69,19152.15,19168.23,538.15084
2022-10-03 03:35:00,19168.23,19209.97,19163.53,19179.69,964.18069
2022-10-03 03:40:00,19179.85,19194.24,19171.79,19187.63,541.38426
2022-10-03 03:45:00,19187.63,19197.94,19172.04,19179.09,664.25762
2022-10-03 03:50:00,19178.89,19188.21,19170.8,19187.29,409.18376
2022-10-03 03:55:00,19186.72,19188.05,19158.55,19168.29,667.19046
2022-10-03 04:00:00,19168.35,19176.38,19159.93,19166.41,461.68117
2022-10-03 04:05:00,19166.41,19177.05,19120.0,19125.43,1238.27875
2022-10-03 04:10:00,19125.43,19150.0,19116.97,19131.2,736.63492
2022-10-03 04:15:00,19132.19,19143.53,19120.0,19123.91,760.78246
2022-10-03 04:20:00,19123.91,19125.53,19100.14,19114.81,731.84083
2022-10-03 04:25:00,19114.81,19132.87,19105.0,19115.82,607.55929
2022-10-03 04:30:00,19115.82,19124.14,19090.82,19104.0,743.74237
2022-10-03 04:35:00,19103.77,19111.66,19090.96,19103.11,615.4669
2022-10-03 04:40:00,19103.11,19134.22,19089.23,19129.59,843.10524
2022-10-03 04:45:00,19129.59,19140.0,19112.52,19126.03,671.14195
2022-10-03 04:50:00,19124.65,19125.84,19102.88,19111.55,472.97863
2022-10-03 04:55:00,19111.96,19116.7,19094.02,19094.93,616.69222
2022-10-03 05:00:00,19095.45,19118.37,19077.7,19095.33,894.8285
2022-10-03 05:05:00,19095.33,19106.33,19065.65,19072.24,887.39964
2022-10-03 05:10:00,19072.24,19090.76,19059.68,19081.45,916.22866
2022-10-03 05:15:00,19081.45,19095.86,19066.48,19079.32,643.62538
2022-10-03 05:20:00,19079.32,19109.0,19077.48,19103.73,624.68107
2022-10-03 05:25:00,19102.62,19125.0,19096.42,19108.49,810.28787
2022-10-03 05:30:00,19108.49,19137.84,19104.32,19132.26,667.94399
2022-10-03 05:35:00,19131.77,19149.32,19122.65,19144.79,653.74832
2022-10-03 05:40:00,19144.79,19174.84,19137.33,19166.4,881.21149
2022-10-03 05:45:00,19165.24,19205.95,19161.03,19193.36,1007.70517
2022-10-03 05:50:00,19193.36,19276.46,19184.91,19269.26,1720.85297
2022-10-03 05:55:00,19270.72,19291.69,19237.81,19244.02,1667.22998
2022-10-03 06:00:00,19244.02,19280.0,19241.98,19262.12,1170.28739
2022-10-03 06:05:00,19262.12,19315.0,19254.86,19267.2,1483.11254
2022-10-03 06:10:00,19267.2,19280.58,19220.12,19234.47,900.80491
2022-10-03 06:15:00,19234.47,19251.36,19200.0,19214.74,1107.20871
2022-10-03 06:20:00,19213.57,19222.41,19190.49,19202.15,1044.95959
2022-10-03 06:25:00,19202.15,19218.8,19192.14,19209.61,721.36302
2022-10-03 06:30:00,19209.61,19213.96,19187.06,19192.58,758.70905
2022-10-03 06:35:00,19192.58,19226.88,19181.81,19193.31,1193.2145
2022-10-03 06:40:00,19194.61,19203.78,19175.0,19176.33,866.89279
2022-10-03 06:45:00,19176.85,19205.55,19156.0,19199.2,1232.44372
2022-10-03 06:50:00,19197.85,19219.98,19186.77,19197.62,908.43073
2022-10-03 06:55:00,19197.62,19213.0,19185.33,19196.38,642.67598
2022-10-03 07:00:00,19197.03,19203.0,19161.82,19190.84,1152.46938
2022-10-03 07:05:00,19191.73,19240.0,19171.66,19189.5,1341.53652
2022-10-03 07:10:00,19189.5,19200.78,19147.68,19194.66,1367.23846
2022-10-03 07:15:00,19194.07,19236.48,19185.45,19234.81,1301.60216
2022-10-03 07:20:00,19234.81,19238.67,19205.33,19216.14,858.48903
2022-10-03 07:25:00,19215.27,19232.1,19204.67,19222.05,819.82286
2022-10-03 07:30:00,19222.05,19237.59,19197.83,19209.05,904.46877
2022-10-03 07:35:00,19209.05,19212.97,19180.55,19186.45,857.62556
2022-10-03 07:40:00,19186.45,19207.53,19172.86,19191.39,845.16928
2022-10-03 07:45:00,19191.62,19221.06,19183.55,19201.27,932.98697
2022-10-03 07:50:00,19202.25,19210.83,19174.39,19195.06,828.90736
2022-10-03 07:55:00,19195.06,19209.0,19188.69,19197.73,664.56525
2022-10-03 08:00:00,19197.73,19199.8,19163.04,19172.96,1033.80223
2022-10-03 08:05:00,19172.96,19182.14,19160.0,19179.11,780.93264
2022-10-03 08:10:00,19177.96,19201.31,19171.55,19199.03,763.25993
2022-10-03 08:15:00,19199.03,19205.87,19174.0,19186.39,654.30607
2022-10-03 08:20:00,19186.39,19210.0,19181.29,19204.31,675.9639
2022-10-03 08:25:00,19205.13,19216.83,19190.0,19211.72,767.74908
2022-10-03 08:30:00,19211.56,19223.8,19194.5,19221.0,720.48788
2022-10-03 08:35:00,19221.0,19225.27,19195.01,19196.34,715.33263
2022-10-03 08:40:00,19196.34,19209.79,19186.03,19194.8,555.41127
2022-10-03 08:45:00,19194.68,19209.19,19183.79,19197.27,531.33453
2022-10-03 08:50:00,19197.27,19208.0,19189.68,19201.13,577.02082
2022-10-03 08:55:00,19201.75,19203.13,19190.0,19195.29,452.10775
2022-10-03 09:00:00,19195.87,19197.99,19167.12,19170.17,697.99481
2022-10-03 09:05:00,19169.31,19177.74,19146.31,19158.71,944.8239
2022-10-03 09:10:00,19158.71,19178.2,19156.7,19168.22,581.65428
2022-10-03 09:15:00,19168.99,19180.5,19155.94,19158.2,665.02017
2022-10-03 09:20:00,19158.2,19185.05,19156.67,19184.48,527.9782
2022-10-03 09:25:00,19183.68,19184.48,19167.66,19179.99,447.43126
2022-10-03 09:30:00,19178.98,19194.86,19175.45,19180.6,720.66741
2022-10-03 09:35:00,19180.61,19189.68,19163.02,19167.8,464.08861
2022-10-03 09:40:00,19167.8,19178.24,19150.04,19154.06,468.88853
2022-10-03 09:45:00,19154.93,19158.26,19122.67,19140.29,934.3312
2022-10-03 09:50:00,19141.33,19149.0,19129.0,19143.32,598.95389
2022-10-03 09:55:00,19144.29,19181.79,19141.46,19178.5,957.34235
2022-10-03 10:00:00,19178.5,19179.91,19146.31,19152.69,613.18646
2022-10-03 10:05:00,19152.69,19162.48,19144.46,19156.51,484.66347
2022-10-03 10:10:00,19155.45,19163.62,19131.0,19137.45,586.26503
2022-10-03 10:15:00,19137.93,19159.2,19131.24,19157.43,570.92139
2022-10-03 10:20:00,19156.74,19167.67,19148.42,19161.03,610.91353
2022-10-03 10:25:00,19161.03,19172.44,19155.0,19169.89,570.66281
2022-10-03 10:30:00,19170.07,19219.27,19167.87,19203.59,1231.13742
2022-10-03 10:35:00,19202.73,19207.43,19173.38,19178.97,774.66294
2022-10-03 10:40:00,19178.7,19200.28,19178.12,19197.42,577.47461
2022-10-03 10:45:00,19197.42,19233.0,19190.13,19230.22,975.21488
2022-10-03 10:50:00,19229.2,19234.0,19196.15,19205.8,1097.71502
2022-10-03 10:55:00,19205.8,19235.78,19203.4,19232.66,944.77129
2022-10-03 11:00:00,19232.3,19249.25,19213.53,19234.55,1364.45135
2022-10-03 11:05:00,19234.55,19249.55,19225.98,19228.11,875.46998
2022-10-03 11:10:00,19228.11,19230.79,19202.01,19219.08,917.29671
2022-10-03 11:15:00,19218.39,19227.0,19202.7,19204.41,910.13842
2022-10-03 11:20:00,19205.38,19208.23,19181.37,19204.34,1018.34135
2022-10-03 11:25:00,19204.34,19209.72,19192.64,19207.63,708.60945
2022-10-03 11:30:00,19207.37,19221.18,19196.63,19207.71,868.76257
2022-10-03 11:35:00,19208.45,19234.63,19194.6,19226.3,948.41102
2022-10-03 11:40:00,19225.58,19228.99,19208.36,19208.87,646.35623
2022-10-03 11:45:00,19208.42,19228.79,19193.11,19195.39,932.79058
2022-10-03 11:50:00,19195.39,19207.96,19186.53,19201.58,652.37431
2022-10-03 11:55:00,19201.58,19255.3,19200.0,19245.41,993.93881
2022-10-03 12:00:00,19246.81,19259.85,19230.07,19235.51,1211.58463
2022-10-03 12:05:00,19236.07,19241.75,19215.81,19235.69,841.31252
2022-10-03 12:10:00,19236.77,19236.77,19205.0,19220.47,832.67652
2022-10-03 12:15:00,19220.47,19236.77,19204.43,19205.84,866.74947
2022-10-03 12:20:00,19205.84,19227.06,19204.55,19224.12,746.83687
2022-10-03 12:25:00,19224.12,19226.37,19210.0,19213.41,597.30234
2022-10-03 12:30:00,19213.4,19240.0,19197.78,19218.12,976.09755
2022-10-03 12:35:00,19217.81,19219.43,19196.62,19201.32,904.37668
2022-10-03 12:40:00,19202.18,19212.82,19189.47,19203.89,985.77452
2022-10-03 12:45:00,19203.89,19248.36,19198.47,19241.93,1037.44521
2022-10-03 12:50:00,19243.57,19281.0,19240.0,19243.27,1219.19545
2022-10-03 12:55:00,19244.17,19263.51,19234.67,19253.62,895.43655
2022-10-03 13:00:00,19252.6,19279.58,19252.5,19274.06,1019.20539
2022-10-03 13:05:00,19274.06,19331.91,19265.16,19326.19,1833.28584
2022-10-03 13:10:00,19326.19,19340.0,19282.31,19303.51,1541.14074
2022-10-03 13:15:00,19303.51,19330.0,19291.89,19296.66,1120.16745
2022-10-03 13:20:00,19296.66,19308.92,19241.93,19255.28,1622.74435
2022-10-03 13:25:00,19255.28,19263.0,19235.75,19247.44,832.92677
2022-10-03 13:30:00,19247.44,19308.28,19159.01,19192.81,2965.5649
2022-10-03 13:35:00,19192.91,19206.5,19167.44,19175.7,1728.07371
2022-10-03 13:40:00,19175.7,19219.3,19134.23,19190.78,1898.14237
2022-10-03 13:45:00,19192.06,19254.74,19179.47,19230.27,1874.94164
2022-10-03 13:50:00,19230.25,19237.13,19180.24,19200.4,1388.29471
2022-10-03 13:55:00,19199.42,19205.5,19153.72,19176.46,1166.19527
2022-10-03 14:00:00,19176.46,19296.99,19174.77,19250.2,2871.18607
2022-10-03 14:05:00,19251.88,19324.14,19240.41,19284.99,1737.11598
2022-10-03 14:10:00,19284.23,19297.0,19240.87,19246.23,1258.88485
2022-10-03 14:15:00,19246.49,19266.06,19227.77,19255.8,1320.83299
2022-10-03 14:20:00,19255.81,19347.72,19250.01,19335.29,1654.35878
2022-10-03 14:25:00,19335.29,19489.43,19315.61,19414.25,3954.80043
2022-10-03 14:30:00,19413.57,19463.99,19364.46,19427.45,2222.48107
2022-10-03 14:35:00,19426.85,19458.32,19380.54,19404.35,1697.30333
2022-10-03 14:40:00,19403.48,19433.18,19385.98,19407.65,1260.87695
2022-10-03 14:45:00,19409.32,19443.73,19404.06,19423.05,1553.53236
2022-10-03 14:50:00,19424.43,19440.32,19389.11,19396.61,1495.58821
2022-10-03 14:55:00,19395.44,19436.79,19388.43,19416.25,1453.18778
2022-10-03 15:00:00,19416.25,19434.5,19389.31,19390.75,1466.5192
2022-10-03 15:05:00,19389.63,19464.09,19385.89,19454.18,1759.09499
2022-10-03 15:10:00,19452.75,19493.01,19407.44,19439.45,1902.27464
2022-10-03 15:15:00,19439.45,19498.0,19436.0,19455.25,1876.64822
2022-10-03 15:20:00,19455.25,19471.66,19418.84,19428.21,1436.15674
2022-10-03 15:25:00,19426.78,19438.71,19405.41,19418.89,1069.99456
2022-10-03 15:30:00,19417.39,19438.0,19367.8,19378.0,1421.10297
2022-10-03 15:35:00,19378.0,19406.41,19358.76,19366.52,1491.80759
2022-10-03 15:40:00,19365.44,19387.59,19337.78,19351.25,1637.19794
2022-10-03 15:45:00,19352.3,19386.35,19349.58,19378.28,1297.59194
2022-10-03 15:50:00,19376.9,19386.92,19360.0,19360.0,904.13897
2022-10-03 15:55:00,19360.74,19374.75,19321.6,19335.92,1258.01294
2022-10-03 16:00:00,19336.75,19376.53,19335.92,19365.46,1409.55273
2022-10-03 16:05:00,19365.25,19405.47,19355.08,19389.74,1107.11193
2022-10-03 16:10:00,19389.74,19419.99,19371.02,19373.78,1274.43822
2022-10-03 16:15:00,19374.01,19391.64,19355.0,19361.38,880.48673
2022-10-03 16:20:00,19360.22,19364.79,19310.0,19349.53,1278.14606
2022-10-03 16:25:00,19349.53,19357.62,19316.91,19349.52,1053.04896
2022-10-03 16:30:00,19348.79,19384.0,19340.75,19376.77,776.31807
2022-10-03 16:35:00,19376.77,19394.14,19346.62,19373.81,880.40335
2022-10-03 16:40:00,19372.46,19404.89,19370.25,19377.43,963.77578
2022-10-03 16:45:00,19377.43,19416.49,19363.17,19390.23,1471.30015
2022-10-03 16:50:00,19390.23,19400.01,19365.54,19389.97,1081.54234
2022-10-03 16:55:00,19388.93,19410.86,19381.55,19409.62,847.90396
2022-10-03 17:00:00,19410.78,19476.09,19407.87,19472.67,1849.7265
2022-10-03 17:05:00,19472.67,19479.0,19440.38,19457.25,1257.31648
2022-10-03 17:10:00,19456.25,19473.47,19437.24,19450.69,864.003
2022-10-03 17:15:00,19449.65,19458.14,19426.08,19426.59,670.98491
2022-10-03 17:20:00,19427.58,19575.96,19424.41,19532.73,2880.79054
2022-10-03 17:25:00,19532.73,19543.0,19498.66,19511.13,1062.26972
2022-10-03 17:30:00,19511.13,19581.52,19507.91,19578.05,1600.3257
2022-10-03 17:35:00,19578.05,19578.45,19532.17,19548.46,1018.19633
2022-10-03 17:40:00,19548.46,19574.72,19547.7,19570.24,956.44629
2022-10-03 17:45:00,19570.24,19598.0,19554.4,19559.91,1700.67297
2022-10-03 17:50:00,19558.43,19573.13,19534.55,19536.51,1047.66304
2022-10-03 17:55:00,19537.75,19556.84,19525.6,19547.0,737.93064
2022-10-03 18:00:00,19547.0,19572.71,19545.45,19565.63,1042.28025
2022-10-03 18:05:00,19566.9,19639.12,19541.18,19543.65,1670.99808
2022-10-03 18:10:00,19543.65,19618.51,19542.58,19593.2,1710.78775
2022-10-03 18:15:00,19593.19,19640.0,19591.51,19611.65,1347.16838
2022-10-03 18:20:00,19611.65,19622.48,19577.11,19589.3,1032.32719
2022-10-03 18:25:00,19588.15,19620.13,19580.52,19600.44,995.89015
2022-10-03 18:30:00,19600.44,19616.78,19574.18,19577.93,1136.52822
2022-10-03 18:35:00,19576.28,19612.94,19575.9,19596.39,858.46997
2022-10-03 18:40:00,19596.76,19633.99,19594.02,19619.07,1020.92054
2022-10-03 18:45:00,19619.07,19646.93,19586.42,19587.3,1328.98814
2022-10-03 18:50:00,19588.86,19617.92,19587.26,19612.44,937.88482
2022-10-03 18:55:00,19612.44,19650.0,19609.85,19611.65,1112.73697
2022-10-03 19:00:00,19613.0,19631.43,19562.24,19581.45,1492.18507
2022-10-03 19:05:00,19581.45,19599.95,19470.03,19479.62,1657.14492
2022-10-03 19:10:00,19479.62,19547.25,19477.52,19512.51,2191.42611
2022-10-03 19:15:00,19512.51,19519.11,19431.06,19471.69,1869.24746
2022-10-03 19:20:00,19471.69,19573.09,19466.21,19554.86,1491.7542
2022-10-03 19:25:00,19554.86,19594.14,19520.0,19533.14,1379.80698
2022-10-03 19:30:00,19533.14,19567.24,19495.17,19528.6,1271.32363
2022-10-03 19:35:00,19529.83,19559.8,19518.85,19533.78,830.01827
2022-10-03 19:40:00,19534.76,19535.81,19484.83,19504.46,1087.46789
2022-10-03 19:45:00,19505.59,19524.71,19495.31,19504.82,903.02281
2022-10-03 19:50:00,19503.88,19533.6,19487.99,19523.13,1101.78678
2022-10-03 19:55:00,19521.95,19544.5,19493.0,19541.38,989.89026
2022-10-03 20:00:00,19543.31,19560.0,19529.12,19544.65,904.27253
2022-10-03 20:05:00,19544.65,19563.15,19530.55,19561.0,600.74987
2022-10-03 20:10:00,19561.0,19582.69,19544.36,19550.33,897.64208
2022-10-03 20:15:00,19549.98,19564.87,19544.29,19553.35,695.81183
2022-10-03 20:20:00,19553.35,19554.12,19508.83,19530.87,775.83343
2022-10-03 20:25:00,19532.31,19536.53,19513.83,19529.87,531.22599
2022-10-03 20:30:00,19529.06,19542.15,19518.35,19524.32,553.82475
2022-10-03 20:35:00,19525.52,19542.64,19522.48,19538.09,512.93944
2022-10-03 20:40:00,19538.09,19552.99,19530.9,19536.61,633.74932
2022-10-03 20:45:00,19536.12,19563.48,19529.22,19557.26,700.34306
2022-10-03 20:50:00,19558.48,19600.0,19554.11,19577.74,872.3645
2022-10-03 20:55:00,19577.74,19606.55,19566.0,19592.43,865.31566
2022-10-03 21:00:00,19592.43,19597.0,19563.81,19571.69,625.80503
2022-10-03 21:05:00,19571.66,19575.39,19542.67,19551.56,423.62525
2022-10-03 21:10:00,19551.56,19554.1,19537.78,19543.96,343.42428
2022-10-03 21:15:00,19543.96,19571.7,19543.21,19566.23,436.47105
2022-10-03 21:20:00,19565.5,19579.99,19564.59,19575.29,249.07564
2022-10-03 21:25:00,19575.29,19591.32,19568.82,19570.13,350.0544
2022-10-03 21:30:00,19570.13,19573.0,19562.55,19568.62,148.03718
2022-10-03 21:35:00,19568.62,19590.0,19563.95,19578.61,403.74459
2022-10-03 21:40:00,19577.16,19599.3,19573.89,19576.0,391.255
2022-10-03 21:45:00,19576.47,19578.58,19541.41,19566.2,341.93027
2022-10-03 21:50:00,19566.93,19567.98,19525.0,19530.06,359.45242
2022-10-03 21:55:00,19528.53,19559.81,19528.26,19553.72,358.25387
2022-10-03 22:00:00,19555.17,19570.0,19543.0,19548.02,467.57252
2022-10-03 22:05:00,19547.34,19604.99,19544.29,19577.48,659.1187
2022-10-03 22:10:00,19577.48,19594.64,19555.59,19571.67,448.86318
2022-10-03 22:15:00,19572.75,19580.49,19535.0,19536.12,772.06783
2022-10-03 22:20:00,19537.51,19560.41,19531.47,19547.54,707.75045
2022-10-03 22:25:00,19547.54,19569.64,19540.83,19551.93,432.84177
2022-10-03 22:30:00,19550.42,19560.68,19518.04,19538.42,647.03068
2022-10-03 22:35:00,19536.91,19549.77,19518.96,19526.02,675.91017
2022-10-03 22:40:00,19526.85,19540.0,19512.12,19528.27,821.22778
2022-10-03 22:45:00,19528.27,19537.81,19513.64,19515.2,511.23293
2022-10-03 22:50:00,19516.31,19529.34,19513.52,19522.5,476.31898
2022-10-03 22:55:00,19522.5,19539.87,19515.97,19519.02,514.64776
2022-10-03 23:00:00,19518.8,19566.58,19518.23,19564.49,735.81849
2022-10-03 23:05:00,19563.43,19589.82,19549.56,19589.11,650.67907
2022-10-03 23:10:00,19587.52,19633.49,19587.51,19618.86,1305.98601
2022-10-03 23:15:00,19618.86,19719.1,19589.8,19617.91,2694.72906
2022-10-03 23:20:00,19617.08,19685.48,19614.49,19658.38,1386.05196
2022-10-03 23:25:00,19657.49,19676.83,19635.0,19637.59,1034.84681
2022-10-03 23:30:00,19637.59,19663.13,19612.77,19646.42,1125.538
2022-10-03 23:35:00,19646.42,19664.43,19640.0,19649.8,707.39299
2022-10-03 23:40:00,19650.7,19655.49,19621.26,19625.24,800.11498
2022-10-03 23:45:00,19623.65,19628.15,19594.28,19609.13,869.81508
2022-10-03 23:50:00,19607.93,19636.25,19596.19,19614.22,770.44551
2022-10-03 23:55:00,19614.22,19642.54,19613.77,19629.08,883.35891
2022-10-04 00:00:00,19629.08,19638.53,19600.45,19612.7,938.56867
